INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222009443,3115,,INVESTIGATE PERSON,D4, ,0,2022-02-09 13:00:00,2022,2,Wednesday,13,,BOYLSTON ST,42.350378699776456,-71.07626098382806,"(42.350378699776456, -71.07626098382806)"
222011118,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-02-15 15:25:00,2022,2,Tuesday,15,,NORFOLK ST,42.27668389924565,-71.0924024790431,"(42.27668389924565, -71.0924024790431)"
222017178,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-11 15:56:00,2022,3,Friday,15,,COMMONWEALTH AVE,42.35023814199404,-71.08356548549861,"(42.35023814199404, -71.08356548549861)"
222023265,3801,,M/V ACCIDENT - OTHER,C11, ,0,2022-04-03 15:15:00,2022,4,Sunday,15,,WASHINGTON ST,42.29182297819696,-71.07173416696516,"(42.29182297819696, -71.07173416696516)"
222020379,801,,ASSAULT - SIMPLE,C11,355,0,2022-03-23 19:45:00,2022,3,Wednesday,19,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222024744,724,,AUTO THEFT,E18, ,0,2022-04-08 00:00:00,2022,4,Friday,0,,"HARVARD AVE & RIVER ST
HYDE PARK  MA 02136
UNITED ",42.2560280109857,-71.12222398707543,"(42.2560280109857, -71.12222398707543)"
222020761,1831,,SICK ASSIST,B3, ,0,2022-03-25 09:18:00,2022,3,Friday,9,,WENTWORTH ST,42.28824209264355,-71.07546090091994,"(42.28824209264355, -71.07546090091994)"
222008450,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2022-02-05 07:03:00,2022,2,Saturday,7,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222019074,619,,LARCENY ALL OTHERS,C11, ,0,2022-03-18 19:53:00,2022,3,Friday,19,,DITSON ST,42.30108480707965,-71.06390781854564,"(42.30108480707965, -71.06390781854564)"
222005450,2905,,VAL - VIOLATION OF AUTO LAW,E13, ,0,2022-01-24 18:02:00,2022,1,Monday,18,,WALK HILL ST,42.29198004969059,-71.11235900223923,"(42.29198004969059, -71.11235900223923)"
222013775,1831,,SICK ASSIST,A7, ,0,2022-02-26 10:04:00,2022,2,Saturday,10,,"TRENTON ST & MERIDIAN ST
EAST BOSTON  MA 02128
UNI",42.37788601556793,-71.03917295157352,"(42.37788601556793, -71.03917295157352)"
222014393,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-28 23:08:00,2022,2,Monday,23,,CAUSEWAY ST,42.3652901704259,-71.06144452917803,"(42.3652901704259, -71.06144452917803)"
222016699,3116,,HARBOR INCIDENT / VIOLATION,A7,36,0,2022-03-09 20:40:00,2022,3,Wednesday,20,,HARBORSIDE DR,42.3625250160889,-71.02533782383328,"(42.3625250160889, -71.02533782383328)"
222018223,613,,LARCENY SHOPLIFTING,A7, ,0,2022-03-15 19:02:00,2022,3,Tuesday,19,,MERIDIAN ST,42.3759446849024,-71.0391178560308,"(42.3759446849024, -71.0391178560308)"
222013748,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2022-02-25 15:24:00,2022,2,Friday,15,,HYDE PARK AVE,42.25621592040216,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222018090,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,D4, ,0,2022-03-15 12:09:00,2022,3,Tuesday,12,,TREMONT ST,42.33983533645593,-71.07923847425762,"(42.33983533645593, -71.07923847425762)"
222021913,3301,,VERBAL DISPUTE,E5, ,0,2022-03-29 11:40:00,2022,3,Tuesday,11,,BLUE LEDGE DR,42.2740917968365,-71.13951458602556,"(42.2740917968365, -71.13951458602556)"
222010749,1831,,SICK ASSIST,B2, ,0,2022-02-14 08:41:00,2022,2,Monday,8,,WALNUT CT,42.32157947215211,-71.08523706719457,"(42.32157947215211, -71.08523706719457)"
222016960,3801,,M/V ACCIDENT - OTHER,C6, ,0,2022-03-10 19:18:00,2022,3,Thursday,19,,ALLSTATE RD,42.32809966041151,-71.06321676048991,"(42.32809966041151, -71.06321676048991)"
222019289,3410,,TOWED MOTOR VEHICLE,E18, ,0,2022-03-19 17:00:00,2022,3,Saturday,17,,ELLARD RD,42.26493877809001,-71.11058797299471,"(42.26493877809001, -71.11058797299471)"
222001632,3115,,INVESTIGATE PERSON,D14, ,0,2022-01-08 17:42:00,2022,1,Saturday,17,,CHESTER ST,42.35316368964165,-71.128204157585,"(42.35316368964165, -71.128204157585)"
222013559,3301,,VERBAL DISPUTE,E5, ,0,2022-02-25 08:45:00,2022,2,Friday,8,,VFW PKWY,42.269320977398834,-71.1720493822165,"(42.269320977398834, -71.1720493822165)"
222018236,3201,,PROPERTY - LOST/ MISSING,B3, ,0,2022-03-15 20:16:00,2022,3,Tuesday,20,,CLARKWOOD ST,42.28013735316638,-71.09079825676984,"(42.28013735316638, -71.09079825676984)"
222013005,2670,,HARASSMENT/ CRIMINAL HARASSMENT,, ,0,2022-02-23 00:00:00,2022,2,Wednesday,0,,"RIVER ST & MATTAKESEET ST
BOSTON  MA 02126
UNITED ",42.26483697932913,-71.09966804942488,"(42.26483697932913, -71.09966804942488)"
222001320,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-01-06 20:00:00,2022,1,Thursday,20,,LINDEN ST,42.35386330838904,-71.13018732622477,"(42.35386330838904, -71.13018732622477)"
222003931,1831,,SICK ASSIST,A1, ,0,2022-01-18 21:56:00,2022,1,Tuesday,21,,"SUMMER ST & WASHINGTON ST
BOSTON  MA 02111
UNITED ",42.355459009172286,-71.06052396918244,"(42.355459009172286, -71.06052396918244)"
222015699,1402,,VANDALISM,D4,167,0,2022-02-23 00:00:00,2022,2,Wednesday,0,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222024370,1831,,SICK ASSIST,C6,200,0,2022-04-07 14:54:00,2022,4,Thursday,14,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222017084,3114,,INVESTIGATE PROPERTY,C6, ,0,2022-03-11 11:24:00,2022,3,Friday,11,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222023600,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,279,0,2022-04-04 19:07:00,2022,4,Monday,19,,"HARRISON AVE & ZEIGLER ST
BOSTON  MA 02119
UNITED ",42.32930002919974,-71.08249004995483,"(42.32930002919974, -71.08249004995483)"
222023754,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2022-04-04 18:20:00,2022,4,Monday,18,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222012852,613,,LARCENY SHOPLIFTING,E5, ,0,2022-02-22 13:16:00,2022,2,Tuesday,13,,WASHINGTON ST,42.275817991609685,-71.13991259250876,"(42.275817991609685, -71.13991259250876)"
222003791,3114,,INVESTIGATE PROPERTY,B3,465,0,2022-01-18 12:48:00,2022,1,Tuesday,12,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222007151,3502,,MISSING PERSON - LOCATED,B3, ,0,2022-01-31 17:24:00,2022,1,Monday,17,,STANDARD ST,42.27661500705148,-71.08029831171805,"(42.276615007051475, -71.08029831171805)"
222017219,801,,ASSAULT - SIMPLE,E13,573,0,2022-03-10 10:00:00,2022,3,Thursday,10,,MCBRIDE ST,42.30581531411471,-71.10962699790285,"(42.30581531411471, -71.10962699790285)"
222011891,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,41,0,2022-02-18 14:30:00,2022,2,Friday,14,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222015284,3115,,INVESTIGATE PERSON,D4,134,0,2022-03-04 10:57:00,2022,3,Friday,10,,BOYLSTON ST,42.351570755626646,-71.07186599077463,"(42.351570755626646, -71.07186599077463)"
222006172,3410,,TOWED MOTOR VEHICLE,A15, ,0,2022-01-27 13:02:00,2022,1,Thursday,13,,BUNKER HILL ST,42.38240463016064,-71.06958812959815,"(42.38240463016064, -71.06958812959815)"
222024648,3501,,MISSING PERSON,D14,778,0,2022-03-15 16:00:00,2022,3,Tuesday,16,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222018516,3410,,TOWED MOTOR VEHICLE,E13,570,0,2022-03-16 00:00:00,2022,3,Wednesday,0,,WILLIAMS ST,42.30397603393287,-71.10476982384588,"(42.30397603393287, -71.10476982384588)"
222024309,1831,,SICK ASSIST,E18,494,0,2022-04-07 11:25:00,2022,4,Thursday,11,,METROPOLITAN AVE,42.26209213592829,-71.11670963617405,"(42.26209213592829, -71.11670963617405)"
222015781,3001,,DEATH INVESTIGATION,C11, ,0,2022-03-06 09:52:00,2022,3,Sunday,9,,WASHINGTON ST,42.2816473478215,-71.07111847826484,"(42.2816473478215, -71.07111847826484)"
222012906,3301,,VERBAL DISPUTE,D4,270,0,2022-02-22 16:45:00,2022,2,Tuesday,16,,HARRISON AVE,42.33455373593907,-71.07560801275244,"(42.33455373593907, -71.07560801275244)"
222018128,3803,,M/V ACCIDENT - PERSONAL INJURY,D14, ,0,2022-03-15 13:47:00,2022,3,Tuesday,13,,BELLVISTA RD,42.34638021427772,-71.13804496418612,"(42.34638021427772, -71.13804496418612)"
222020472,3301,,VERBAL DISPUTE,B2, ,0,2022-03-24 07:06:00,2022,3,Thursday,7,,PARKER HILL AVE,42.33267993726428,-71.10957900161517,"(42.33267993726428, -71.10957900161517)"
222005039,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-01-23 01:22:00,2022,1,Sunday,1,,WAIT ST,42.333020578956784,-71.10621270062023,"(42.333020578956784, -71.10621270062023)"
222014537,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-02-28 14:20:00,2022,2,Monday,14,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222015291,1831,,SICK ASSIST,E13, ,0,2022-03-04 12:59:00,2022,3,Friday,12,,COLUMBUS AVE,42.314084769236445,-71.0962412565086,"(42.314084769236445, -71.0962412565086)"
222019983,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2022-03-10 00:00:00,2022,3,Thursday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222011763,3801,,M/V ACCIDENT - OTHER,A1, ,0,2022-02-18 02:15:00,2022,2,Friday,2,,1 FINANCIAL CTR,0.0,0.0,"(0, 0)"
222022560,613,,LARCENY SHOPLIFTING,A1, ,0,2022-03-31 18:02:00,2022,3,Thursday,18,,CANAL STREET,0.0,0.0,"(0, 0)"
222018430,3115,,INVESTIGATE PERSON,B3, ,0,2022-03-16 14:26:00,2022,3,Wednesday,14,,BLUE HILL AVE,42.2796829924884,-71.09286048302566,"(42.2796829924884, -71.09286048302566)"
222009642,3502,,MISSING PERSON - LOCATED,B3, ,0,2022-02-10 07:20:00,2022,2,Thursday,7,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222004006,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-19 10:37:00,2022,1,Wednesday,10,,WASHINGTON ST,42.35272947428534,-71.06256290848422,"(42.35272947428534, -71.06256290848422)"
222001072,3114,,INVESTIGATE PROPERTY,B3,457,0,2022-01-05 22:30:00,2022,1,Wednesday,22,,MCLELLAN ST,42.30084929096079,-71.08522128087432,"(42.30084929096079, -71.08522128087432)"
222010389,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-12 16:14:00,2022,2,Saturday,16,,RING RD,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)"
222003005,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5, ,0,2022-01-12 18:00:00,2022,1,Wednesday,18,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222024804,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18, ,0,2022-04-08 23:30:00,2022,4,Friday,23,,HYDE PARK AVE,42.251894404073866,-71.12535309960198,"(42.251894404073866, -71.12535309960198)"
222005122,3114,,INVESTIGATE PROPERTY,A7, ,0,2022-01-23 12:32:00,2022,1,Sunday,12,,WILLIAM F MCCLELLAN HWY,42.3877747458985,-71.0176923100685,"(42.3877747458985, -71.0176923100685)"
222005266,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3, ,0,2022-01-23 22:58:00,2022,1,Sunday,22,,IRMA ST,42.287665245156816,-71.08733058593855,"(42.287665245156816, -71.08733058593855)"
222019751,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2022-03-21 14:00:00,2022,3,Monday,14,,MASSACHUSETTS AVE,42.33152148278479,-71.0708530659426,"(42.33152148278479, -71.0708530659426)"
222022234,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E5, ,0,2022-03-30 14:38:00,2022,3,Wednesday,14,,W BOUNDARY RD,42.26476280330585,-71.14657353502702,"(42.26476280330585, -71.14657353502702)"
222013659,3115,,INVESTIGATE PERSON,B3,434,0,2022-02-25 19:14:00,2022,2,Friday,19,,STANTON ST,42.28411372922307,-71.07938716907263,"(42.28411372922307, -71.07938716907263)"
222008287,1831,,SICK ASSIST,B3, ,0,2022-02-04 16:09:00,2022,2,Friday,16,,MORTON ST,42.280612303395294,-71.08350145993505,"(42.280612303395294, -71.08350145993505)"
222014800,3301,,VERBAL DISPUTE,C11,335,0,2022-03-02 14:21:00,2022,3,Wednesday,14,,CLARKSON ST,42.308296682893285,-71.06747771224468,"(42.308296682893285, -71.06747771224468)"
222020624,540,,BURGLARY - COMMERICAL,B3, ,0,2022-03-24 17:41:00,2022,3,Thursday,17,,TALBOT AVE,42.29453954303396,-71.08669889996908,"(42.29453954303396, -71.08669889996908)"
222008228,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,A1, ,0,2022-02-03 14:01:00,2022,2,Thursday,14,,SUDBURY ST,0.0,0.0,"(0, 0)"
222023223,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2022-04-03 11:00:00,2022,4,Sunday,11,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222022939,3114,,INVESTIGATE PROPERTY,E5,681,0,2022-04-02 02:48:00,2022,4,Saturday,2,,CORNELL ST,42.28011259745784,-71.13637165899208,"(42.280112597457844, -71.13637165899208)"
222023362,3115,,INVESTIGATE PERSON,C11, ,0,2022-04-04 00:28:00,2022,4,Monday,0,,MOUNT IDA RD,42.30480488239109,-71.06421426056987,"(42.30480488239109, -71.06421426056987)"
222010105,801,,ASSAULT - SIMPLE,C6,200,0,2022-02-09 06:30:00,2022,2,Wednesday,6,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222009395,3006,,SICK/INJURED/MEDICAL - PERSON,E18, ,0,2022-02-09 09:16:00,2022,2,Wednesday,9,,READVILLE ST,42.24316897571707,-71.1340989319621,"(42.24316897571707, -71.1340989319621)"
222022363,3114,,INVESTIGATE PROPERTY,B3,476,0,2022-03-31 00:06:00,2022,3,Thursday,0,,CUMMINS HWY,42.26864229688783,-71.09565499637984,"(42.268642296887826, -71.09565499637984)"
222011125,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-02-15 15:20:00,2022,2,Tuesday,15,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222007342,3114,,INVESTIGATE PROPERTY,A1, ,0,2022-02-01 12:00:00,2022,2,Tuesday,12,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
222012737,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-21 21:54:00,2022,2,Monday,21,,NIGHTINGALE ST,42.294743121884856,-71.08503785643556,"(42.294743121884856, -71.08503785643556)"
222013657,1831,,SICK ASSIST,C11, ,0,2022-02-25 18:07:00,2022,2,Friday,18,,JOSEPHINE ST,42.30052010289273,-71.06490652562385,"(42.30052010289273, -71.06490652562385)"
222020435,3502,,MISSING PERSON - LOCATED,B3,457,0,2022-03-23 00:00:00,2022,3,Wednesday,0,,BRADSHAW ST,42.29855717096174,-71.0834826520998,"(42.29855717096174, -71.0834826520998)"
222003662,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-01-17 17:54:00,2022,1,Monday,17,,FIFIELD ST,42.309291831152166,-71.06330360098517,"(42.309291831152166, -71.06330360098517)"
222010766,3115,,INVESTIGATE PERSON,C11,355,0,2022-02-11 00:00:00,2022,2,Friday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222011994,3803,,M/V ACCIDENT - PERSONAL INJURY,C11, ,0,2022-02-18 19:22:00,2022,2,Friday,19,,BOWDOIN ST,42.307831198096586,-71.06529544089109,"(42.307831198096586, -71.06529544089109)"
222002596,3110,,SERVICE TO OTHER AGENCY,C6,229,0,2022-01-13 09:27:00,2022,1,Thursday,9,,H ST,42.33322293022379,-71.04147461765224,"(42.33322293022379, -71.04147461765224)"
222014415,3625,,DANGEROUS OR HAZARDOUS CONDITION,B2, ,0,2022-02-28 06:35:00,2022,2,Monday,6,,TREMONT ST,42.33402461310304,-71.09039049468309,"(42.33402461310304, -71.09039049468309)"
222007679,1831,,SICK ASSIST,C11,334,0,2022-02-02 15:12:00,2022,2,Wednesday,15,,QUINCY ST,42.30887534260011,-71.06601231730536,"(42.30887534260011, -71.06601231730536)"
222009247,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2022-02-01 12:00:00,2022,2,Tuesday,12,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222009792,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-02-10 16:35:00,2022,2,Thursday,16,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222024358,801,,ASSAULT - SIMPLE,B2, ,0,2022-04-07 10:00:00,2022,4,Thursday,10,,MAPLE ST,42.30978746396177,-71.08503095846625,"(42.30978746396177, -71.08503095846625)"
222020607,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,574,0,2022-03-15 16:39:00,2022,3,Tuesday,16,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
222019524,1402,,VANDALISM,E5, ,0,2022-03-19 14:30:00,2022,3,Saturday,14,,HILBURN ST,42.27781734650075,-71.12640296747195,"(42.27781734650075, -71.12640296747195)"
222011456,1831,,SICK ASSIST,B2, ,0,2022-02-16 21:44:00,2022,2,Wednesday,21,,HOMESTEAD ST,42.31014403062908,-71.08759178961176,"(42.31014403062908, -71.08759178961176)"
222019393,3410,,TOWED MOTOR VEHICLE,A7, ,0,2022-03-20 07:08:00,2022,3,Sunday,7,,SAINT ANDREW RD,42.38381352943888,-71.0007736098981,"(42.38381352943888, -71.0007736098981)"
222017880,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,296,0,2022-03-14 07:00:00,2022,3,Monday,7,,ROCKVILLE PARK,42.3249687824237,-71.08238344141343,"(42.3249687824237, -71.08238344141343)"
222001642,3115,,INVESTIGATE PERSON,A1,75,0,2022-01-08 00:00:00,2022,1,Saturday,0,,FRIEND ST,42.36439255506982,-71.06093185280166,"(42.36439255506982, -71.06093185280166)"
222011935,613,,LARCENY SHOPLIFTING,E5, ,0,2022-02-18 15:40:00,2022,2,Friday,15,,VFW PKWY,42.277201886189125,-71.17222256848828,"(42.277201886189125, -71.17222256848828)"
222003650,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2022-01-17 18:03:00,2022,1,Monday,18,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222019922,801,,ASSAULT - SIMPLE,A15, ,0,2022-03-18 11:45:00,2022,3,Friday,11,,MEDFORD ST,42.3804820701964,-71.06087725234303,"(42.3804820701964, -71.06087725234303)"
222005034,3115,,INVESTIGATE PERSON,C11, ,0,2022-01-23 01:11:00,2022,1,Sunday,1,,LABAN PRATT RD,42.29098360627167,-71.05141776915153,"(42.290983606271666, -71.05141776915153)"
222007941,1402,,VANDALISM,E18,520,0,2022-02-03 09:30:00,2022,2,Thursday,9,,HYDE PARK AVE,42.25621592040216,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222023675,301,,ROBBERY,B3,465,0,2022-04-05 00:30:00,2022,4,Tuesday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222007307,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-02-01 09:00:00,2022,2,Tuesday,9,,MARLBOROUGH ST,42.35373104308227,-71.07548928859408,"(42.35373104308227, -71.07548928859408)"
222011414,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,A15, ,0,2022-02-16 18:41:00,2022,2,Wednesday,18,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222012436,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2022-02-20 15:58:00,2022,2,Sunday,15,,ALVARADO AVE,42.24681052164671,-71.13749109236208,"(42.24681052164671, -71.13749109236208)"
222022727,3114,,INVESTIGATE PROPERTY,A1,61,0,2022-04-01 12:00:00,2022,4,Friday,12,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
222004144,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-19 17:54:00,2022,1,Wednesday,17,,CAMBRIDGE ST,42.361097417653454,-71.06206081011582,"(42.361097417653454, -71.06206081011582)"
222019599,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,601,0,2022-03-20 22:01:00,2022,3,Sunday,22,,"TREMONT ST & PARKER ST
BOSTON  MA 02120
UNITED STA",42.33180002453435,-71.09714000784146,"(42.33180002453435, -71.09714000784146)"
222000089,3207,,PROPERTY - FOUND,A1, ,0,2022-01-01 02:00:00,2022,1,Saturday,2,,SUDBURY ST,0.0,0.0,"(0, 0)"
222015374,3207,,PROPERTY - FOUND,D4,167,0,2022-03-04 17:53:00,2022,3,Friday,17,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222001730,3207,,PROPERTY - FOUND,D4,167,0,2022-01-09 11:00:00,2022,1,Sunday,11,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222006540,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A7, ,0,2022-01-28 19:27:00,2022,1,Friday,19,,CHELSEA ST,42.37638326112789,-71.0312410342379,"(42.376383261127884, -71.0312410342379)"
222017673,2647,,THREATS TO DO BODILY HARM,E18, ,0,2022-03-11 17:15:00,2022,3,Friday,17,,RAMSDELL AVE,42.27612813534444,-71.11784763902911,"(42.27612813534444, -71.11784763902911)"
222020248,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,C11,355,0,2022-03-23 12:26:00,2022,3,Wednesday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222012369,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,778,0,2022-02-16 23:00:00,2022,2,Wednesday,23,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222012774,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2022-02-17 13:28:00,2022,2,Thursday,13,,HARRISON AVENUE EXT,42.3528186031706,-71.06141783538244,"(42.3528186031706, -71.06141783538244)"
222020617,540,,BURGLARY - COMMERICAL,C6, ,0,2022-03-24 01:00:00,2022,3,Thursday,1,,MASSACHUSETTS AVE,42.32411837426396,-71.06461321039133,"(42.32411837426396, -71.06461321039133)"
222011687,613,,LARCENY SHOPLIFTING,A1, ,0,2022-02-17 19:37:00,2022,2,Thursday,19,,WASHINGTON ST,42.35512339036804,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222008653,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-02-06 06:48:00,2022,2,Sunday,6,,MAGNOLIA ST,42.31478432299101,-71.07160996879186,"(42.31478432299101, -71.07160996879186)"
222000859,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-01-05 07:42:00,2022,1,Wednesday,7,,MORSE ST,42.30422028595805,-71.07840373666716,"(42.30422028595805, -71.07840373666716)"
222018563,3007,,SUDDEN DEATH,B3, ,0,2022-03-17 03:53:00,2022,3,Thursday,3,,STRATTON ST,42.29017432140568,-71.08808524853369,"(42.29017432140568, -71.08808524853369)"
222002306,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2022-01-12 01:11:00,2022,1,Wednesday,1,,"COLUMBIA RD & QUINCY ST
DORCHESTER  MA 02125
UNITE",42.311265022174986,-71.07004002865303,"(42.311265022174986, -71.07004002865303)"
222007834,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-02 22:03:00,2022,2,Wednesday,22,,AMERICAN LEGION HWY,42.27531311497116,-71.11587797694025,"(42.275313114971155, -71.11587797694025)"
222024634,619,,LARCENY ALL OTHERS,C11,355,0,2022-03-04 19:00:00,2022,3,Friday,19,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222006535,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,2022-01-28 18:55:00,2022,1,Friday,18,,WALNUT PARK,42.31451478938523,-71.0947082029948,"(42.31451478938523, -71.0947082029948)"
222021435,3115,,INVESTIGATE PERSON,B2, ,0,2022-03-27 17:55:00,2022,3,Sunday,17,,HUMBOLDT AVE,42.31871967853678,-71.08610630469113,"(42.31871967853678, -71.08610630469113)"
222004016,3115,,INVESTIGATE PERSON,D4, ,0,2022-01-19 11:12:00,2022,1,Wednesday,11,,"NORTHAMPTON ST & WASHINGTON ST
ROXBURY  MA 02118
U",42.335988992181456,-71.07764697613955,"(42.335988992181456, -71.07764697613955)"
222024179,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-04-06 20:07:00,2022,4,Wednesday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222001132,1831,,SICK ASSIST,D14, ,0,2022-01-06 09:58:00,2022,1,Thursday,9,,CAROL AVE,42.34497952675775,-71.14090625595264,"(42.34497952675775, -71.14090625595264)"
222018761,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-03-17 20:18:00,2022,3,Thursday,20,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222017951,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-23 12:00:00,2022,2,Wednesday,12,,NEPONSET VALLEY PKWY,42.24186531545026,-71.13277503941072,"(42.24186531545026, -71.13277503941072)"
222010213,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-02-11 21:12:00,2022,2,Friday,21,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222000843,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-05 00:47:00,2022,1,Wednesday,0,,MOUNT PLEASANT AVE,42.326357596179015,-71.07886301100272,"(42.326357596179015, -71.07886301100272)"
